Project-Number,Name,Lat,Lng,Weather_Date,Weather_Type
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-08 09:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-08 12:00:00,High Wind
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-08 15:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-08 18:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-09 06:00:00,Extreme Low Temperature
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-09 09:00:00,Extreme Low Temperature
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-09 12:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-09 15:00:00,good weather
22-022,(922-107) Wellington WWTF,40.6751664,-105.0002094,2024-01-09 18:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-05 06:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-05 09:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-05 12:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-05 15:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-05 18:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-06 06:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-06 09:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-06 12:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-06 15:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-06 18:00:00,Snow
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-07 06:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-07 09:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-07 12:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-07 15:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-07 18:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-08 06:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-08 09:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-08 12:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-08 15:00:00,good weather
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-08 18:00:00,Snow
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-09 06:00:00,Snow
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-09 09:00:00,Snow
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-09 12:00:00,High Wind
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-09 15:00:00,High Wind
22-026,WRA Birdland Pump Station Improvements,41.6102143,-93.61075319999999,2024-01-09 18:00:00,High Wind
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-05 06:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-05 09:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-05 12:00:00,Snow
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-05 15:00:00,Snow
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-05 18:00:00,Snow
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-06 06:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-06 09:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-06 12:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-06 15:00:00,Rain
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-06 18:00:00,Rain
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-07 06:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-07 09:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-07 12:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-07 15:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-07 18:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-08 06:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-08 09:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-08 12:00:00,good weather
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-08 15:00:00,Rain
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-08 18:00:00,Rain
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-09 06:00:00,Rain
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-09 09:00:00,Rain
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-09 12:00:00,Rain
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-09 15:00:00,Rain
22-036,(922-157) Jefferson County Horizontal Collector Well,38.2381754,-90.3689675,2024-01-09 18:00:00,Snow
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-05 06:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-05 09:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-05 12:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-05 15:00:00,Rain
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-05 18:00:00,Rain
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-06 06:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-06 09:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-06 12:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-06 15:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-06 18:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-07 06:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-07 09:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-07 12:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-07 15:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-07 18:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-08 06:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-08 09:00:00,good weather
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-08 12:00:00,High Wind
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-08 15:00:00,High Wind
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-08 18:00:00,Rain
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-09 06:00:00,Rain
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-09 09:00:00,Rain
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-09 12:00:00,High Wind
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-09 15:00:00,Rain
22-038,(922-149) Jonesboro West Side WWTP,35.8597474,-90.7320651,2024-01-09 18:00:00,Rain
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-05 06:00:00,Snow
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-05 09:00:00,Snow
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-05 12:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-05 15:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-05 18:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-06 06:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-06 09:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-06 12:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-06 15:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-06 18:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-07 06:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-07 09:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-07 12:00:00,High Wind
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-07 15:00:00,High Wind
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-07 18:00:00,High Wind
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-08 06:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-08 09:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-08 12:00:00,Rain
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-08 15:00:00,Snow
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-08 18:00:00,Snow
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-09 06:00:00,High Wind
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-09 09:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-09 12:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-09 15:00:00,good weather
22-040,HME Erection Garden City Airport New Terminal,37.9268913,-100.7198703,2024-01-09 18:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-05 06:00:00,Snow
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-05 09:00:00,Snow
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-05 12:00:00,Snow
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-05 15:00:00,Snow
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-05 18:00:00,Snow
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-06 06:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-06 09:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-06 12:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-06 15:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-06 18:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-07 06:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-07 09:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-07 12:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-07 15:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-07 18:00:00,good weather
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-08 06:00:00,High Wind
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-08 09:00:00,Rain
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-08 12:00:00,Snow
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-08 15:00:00,Rain
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-08 18:00:00,Rain
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-09 06:00:00,High Wind
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-09 09:00:00,High Wind
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-09 12:00:00,High Wind
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-09 15:00:00,High Wind
22-042,5.01 City of Wichita Northwest Water Facility,37.7231319,-97.4126247,2024-01-09 18:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-05 06:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-05 09:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-05 12:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-05 15:00:00,Snow
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-05 18:00:00,Snow
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-06 06:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-06 09:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-06 12:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-06 15:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-06 18:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-07 06:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-07 09:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-07 12:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-07 15:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-07 18:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-08 06:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-08 09:00:00,Snow
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-08 12:00:00,Snow
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-08 15:00:00,Snow
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-08 18:00:00,Snow
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-09 06:00:00,Snow
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-09 09:00:00,High Wind
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-09 12:00:00,High Wind
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-09 15:00:00,good weather
22-043,Water Resource Facility Improvements Phase 1,40.1466169,-97.1798456,2024-01-09 18:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-05 06:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-05 09:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-05 12:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-05 15:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-05 18:00:00,High Wind
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-06 06:00:00,High Wind
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-06 09:00:00,Snow
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-06 12:00:00,High Wind
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-06 15:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-06 18:00:00,Extreme Low Temperature
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-07 06:00:00,Extreme Low Temperature
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-07 09:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-07 12:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-07 15:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-07 18:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-08 06:00:00,Extreme Low Temperature
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-08 09:00:00,Extreme Low Temperature
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-08 12:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-08 15:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-08 18:00:00,Extreme Low Temperature
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-09 06:00:00,Extreme Low Temperature
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-09 09:00:00,Extreme Low Temperature
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-09 12:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-09 15:00:00,good weather
22-045,B-21 Formal Training Unit - AMU,44.1463938,-103.0748767,2024-01-09 18:00:00,good weather
22-046,Snowmass Base Village Building 12,39.2090822,-106.9450752,2024-01-05 06:00:00,Snow
22-046,Snowmass Base Village Building 12,39.2090822,-106.9450752,2024-01-05 09:00:00,Snow
22-046,Snowmass Base Village Building 12,39.2090822,-106.9450752,2024-01-05 12:00:00,Snow
