Project-Number,Name,Lat,Lng,Weather_Date,Weather_Type
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-08 06:00:00,Snow
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-08 09:00:00,Snow
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-08 12:00:00,Snow
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-08 15:00:00,good weather
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-08 18:00:00,good weather
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-09 06:00:00,good weather
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-09 09:00:00,good weather
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-09 12:00:00,good weather
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-09 15:00:00,good weather
22-130,NWC Livestock Center,39.7846625,-104.972181,2024-01-09 18:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-05 06:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-05 09:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-05 12:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-05 15:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-05 18:00:00,Snow
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-06 06:00:00,Snow
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-06 09:00:00,Snow
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-06 12:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-06 15:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-06 18:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-07 06:00:00,Extreme Low Temperature
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-07 09:00:00,Extreme Low Temperature
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-07 12:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-07 15:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-07 18:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-08 06:00:00,Snow
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-08 09:00:00,Snow
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-08 12:00:00,Snow
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-08 15:00:00,Snow
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-08 18:00:00,High Wind
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-09 06:00:00,Extreme Low Temperature
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-09 09:00:00,Extreme Low Temperature
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-09 12:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-09 15:00:00,good weather
22-131,USAFA Phase 3 Falcon Stadium Renovation,38.9947441,-104.8454873,2024-01-09 18:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-05 06:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-05 09:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-05 12:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-05 15:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-05 18:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-06 06:00:00,Snow
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-06 09:00:00,Snow
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-06 12:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-06 15:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-06 18:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-07 06:00:00,Snow
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-07 09:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-07 12:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-07 15:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-07 18:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-08 06:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-08 09:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-08 12:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-08 15:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-08 18:00:00,good weather
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-09 06:00:00,Snow
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-09 09:00:00,Snow
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-09 12:00:00,High Wind
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-09 15:00:00,High Wind
22-133,12th Avenue Pump Station,41.9660596,-91.65987419999999,2024-01-09 18:00:00,High Wind
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-05 06:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-05 09:00:00,Snow
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-05 12:00:00,Snow
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-05 15:00:00,Snow
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-05 18:00:00,Snow
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-06 06:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-06 09:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-06 12:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-06 15:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-06 18:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-07 06:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-07 09:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-07 12:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-07 15:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-07 18:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-08 06:00:00,good weather
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-08 09:00:00,Snow
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-08 12:00:00,Rain
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-08 15:00:00,Snow
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-08 18:00:00,Snow
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-09 06:00:00,Snow
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-09 09:00:00,High Wind
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-09 12:00:00,High Wind
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-09 15:00:00,High Wind
22-134,(923-003) Lime Silo Slaker Addition,39.1556243,-94.40336789999999,2024-01-09 18:00:00,High Wind
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-05 06:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-05 09:00:00,Snow
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-05 12:00:00,Snow
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-05 15:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-05 18:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-06 06:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-06 09:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-06 12:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-06 15:00:00,High Wind
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-06 18:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-07 06:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-07 09:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-07 12:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-07 15:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-07 18:00:00,High Wind
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-08 06:00:00,Snow
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-08 09:00:00,Snow
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-08 12:00:00,Snow
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-08 15:00:00,Snow
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-08 18:00:00,Snow
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-09 06:00:00,High Wind
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-09 09:00:00,Extreme Low Temperature
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-09 12:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-09 15:00:00,good weather
22-135,Logan Intergenerational Family Ed. Center,39.6648547,-99.5737356,2024-01-09 18:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-05 06:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-05 09:00:00,Snow
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-05 12:00:00,Snow
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-05 15:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-05 18:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-06 06:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-06 09:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-06 12:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-06 15:00:00,High Wind
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-06 18:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-07 06:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-07 09:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-07 12:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-07 15:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-07 18:00:00,High Wind
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-08 06:00:00,Snow
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-08 09:00:00,Snow
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-08 12:00:00,Snow
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-08 15:00:00,Snow
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-08 18:00:00,Snow
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-09 06:00:00,High Wind
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-09 09:00:00,Extreme Low Temperature
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-09 12:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-09 15:00:00,good weather
22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,39.6648547,-99.5737356,2024-01-09 18:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-05 06:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-05 09:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-05 12:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-05 15:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-05 18:00:00,High Wind
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-06 06:00:00,High Wind
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-06 09:00:00,Snow
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-06 12:00:00,High Wind
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-06 15:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-06 18:00:00,Extreme Low Temperature
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-07 06:00:00,Extreme Low Temperature
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-07 09:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-07 12:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-07 15:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-07 18:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-08 06:00:00,Extreme Low Temperature
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-08 09:00:00,Extreme Low Temperature
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-08 12:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-08 15:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-08 18:00:00,Extreme Low Temperature
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-09 06:00:00,Extreme Low Temperature
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-09 09:00:00,Extreme Low Temperature
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-09 12:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-09 15:00:00,good weather
22-137,HME ERECTION 22-045 B-21 Formal Training Unit,44.1463938,-103.0748767,2024-01-09 18:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-05 06:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-05 09:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-05 12:00:00,Snow
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-05 15:00:00,Snow
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-05 18:00:00,Snow
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-06 06:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-06 09:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-06 12:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-06 15:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-06 18:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-07 06:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-07 09:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-07 12:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-07 15:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-07 18:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-08 06:00:00,good weather
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-08 09:00:00,High Wind
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-08 12:00:00,Snow
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-08 15:00:00,Snow
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-08 18:00:00,Snow
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-09 06:00:00,Snow
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-09 09:00:00,High Wind
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-09 12:00:00,High Wind
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-09 15:00:00,High Wind
23-002,TFI SHUTTLE WAGON 315 FRAMES,39.0559366,-95.6726752,2024-01-09 18:00:00,High Wind
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-05 06:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-05 09:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-05 12:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-05 15:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-05 18:00:00,Snow
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-06 06:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-06 09:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-06 12:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-06 15:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-06 18:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-07 06:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-07 09:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-07 12:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-07 15:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-07 18:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-08 06:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-08 09:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-08 12:00:00,good weather
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-08 15:00:00,Snow
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-08 18:00:00,Snow
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-09 06:00:00,Snow
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-09 09:00:00,Snow
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-09 12:00:00,High Wind
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-09 15:00:00,High Wind
23-004,Offutt Security Campus,41.1096002,-95.8910081,2024-01-09 18:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-05 06:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-05 09:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-05 12:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-05 15:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-05 18:00:00,High Wind
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-06 06:00:00,High Wind
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-06 09:00:00,Snow
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-06 12:00:00,High Wind
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-06 15:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-06 18:00:00,Extreme Low Temperature
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-07 06:00:00,Extreme Low Temperature
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-07 09:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-07 12:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-07 15:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-07 18:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-08 06:00:00,Extreme Low Temperature
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-08 09:00:00,Extreme Low Temperature
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-08 12:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-08 15:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-08 18:00:00,Extreme Low Temperature
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-09 06:00:00,Extreme Low Temperature
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-09 09:00:00,Extreme Low Temperature
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-09 12:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-09 15:00:00,good weather
23-005,ADAL Flight Simulator,44.1521528,-103.0731459,2024-01-09 18:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-05 06:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-05 09:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-05 12:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-05 15:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-05 18:00:00,High Wind
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-06 06:00:00,High Wind
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-06 09:00:00,Snow
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-06 12:00:00,High Wind
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-06 15:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-06 18:00:00,Extreme Low Temperature
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-07 06:00:00,Extreme Low Temperature
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-07 09:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-07 12:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-07 15:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-07 18:00:00,good weather
23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,44.1521528,-103.0731459,2024-01-08 06:00:00,Extreme Low Temperature
